video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status,batch,round,validation_matched,validation_candidate_count,validation_conflict_flag,validated_source_file,validated_id,validated_annotation_id,validated_annotator,validated_created_at,validated_updated_at,validated_lead_time,validated_status_raw,validated_status_main,validated_status_secondary,validated_final_verdict,validated_corrected_action,validated_final_action,validated_reasoning,validated_final_action_is_from_correction,normalized_narration_for_analysis
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,283.7761959242188,#C C sings,Playing Instrument,Stationary,"Singing involves minimal body motion, mostly vocal activity.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,396.1208959242188,#C C steps on therevox,Playing Instrument,Locomotion,Body moving through space to step on an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,489.0412559242188,#C C plays #unsure,Playing Instrument,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,898.5204083656251,#C C shakes the maraca,Playing Instrument,Essential Operation,Core task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,918.843798365625,#C C puts the maraca on the stand,Playing Instrument,Object Transfer,"Logistics/Setup step, placing object on a surface.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,1079.693788365625,#C C plays the guitar,Playing Instrument,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,1104.4258151722656,#C C sings,Playing Instrument,Stationary,"Low body/hand motion, voice production only.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,1317.0671051722657,#C C uses the phone,Playing Instrument,Stationary,Using a phone typically involves low body and hand motion.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,1507.0466156094856,#C C plays #unsure,Playing Instrument,Essential Operation,"Core manual task involving hands, likely high hand acceleration.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,1846.9437651722656,#C C beats the drum,Playing Instrument,Essential Operation,Core task involving repetitive hand movements.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0550b3f4-94a5-4e91-a00f-316d4a1d4d59,2047.669359210352,#C C touches the phone,Playing Instrument,Stationary,"Low body/hand motion, likely involves minimal physical activity.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,364.1442392852933,#C C walks on the garden,Gardening,Locomotion,"Movement through space, indicative of walking.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,367.5058992852933,#C C scratches the body,Gardening,Stationary,"Low body/hand motion, no significant movement through space.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,400.2518692852933,#C C trims the hedge wall,Gardening,Essential Operation,Core task involving high hand activity with tools.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,481.8675892852933,#C C plucks the hedge wall,Gardening,Locomotion,Body moving through space while performing a task that involves movement and likely physical engagement with the hedge.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,550.3119492852933,#C C plucks the hedge wall,Gardening,Locomotion,Body moving through space to reach and maintain a steady position for the task.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,670.290317613672,#C C holds the branches,Gardening,Stationary,The action of holding branches indicates a static posture with minimal movement.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,821.8935782616542,#C C trims the hedge,Gardening,Essential Operation,Core task involving repetitive hand movements.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,833.2034582616541,#C C plucks the bush,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,960.9595882616542,#C C throws the hedge shear on the ground,Gardening,Object Transfer,"[CtxFixed] The action of throwing the hedge shear on the ground is a deliberate placement of the object onto the ground, which fits the criteria for Object Transfer.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1029.217048261654,#C C plucks the bush,Gardening,Essential Operation,"Core task involving manual manipulation, high hand activity.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1047.242878261654,#C C trims the hedge,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1092.041277144922,#C C plucks the bush,Gardening,Essential Operation,"Core task involving manual effort, high hand activity.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1586.470477247718,#C C touches the shrubs,Gardening,Search,"Implies a visual or tactile inspection, likely with head and hand movement.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1623.896657247718,#C C removes branches,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1640.3894971449215,#C C prunes with hedge shears,Gardening,Essential Operation,Core task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1811.300177144922,#C C removes the branches,Gardening,Essential Operation,"Core task involving manual labor, likely with high hand activity.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1907.757727144921,#C C removes the branches,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1933.4913468066525,#C C prunes the shrub,Gardening,Essential Operation,Core task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,1984.0715768066525,#C C picks another hedge shear,Gardening,Object Transfer,Logistics action of picking up an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2020.4160268066523,#C C places down the hedge shear,Gardening,Object Transfer,Logistics step of placing down an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2036.681016806652,#C C prunes the shrub,Gardening,Essential Operation,Core task involving manual activity with high hand acceleration.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2212.174626158594,#C C places hedge shear on the shrub,Gardening,Object Transfer,Logistics of placing an object on a surface.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2247.7658061585944,#C C removes the grass with the hand,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2257.714656158594,#C C removes the grass with the hand,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2279.918716158594,#C C removes the pieces of shrub,Gardening,Essential Operation,Core task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2285.351086158594,#C C walks around,Gardening,Locomotion,"Body moving through space, indicative of walking.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2293.0462661585943,#C C walks around,Gardening,Locomotion,"Body moving through space, indicative of walking.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2309.330806158594,#C C looks around,Gardening,Search,"Head movement (visual search), hands mostly still.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2315.581016158594,#C C cuts the grass with a hedge shear,Gardening,Essential Operation,"Core task involving repetitive cutting motion, high hand activity.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2324.195686158594,#C C prunes the shrub,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2371.921656158594,#C C removes pieces of shrub,Gardening,Essential Operation,Core task involving manual dexterity and hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2376.4589961585943,#C C leans the the rake on the shrub,Gardening,Stationary,"The action involves placing the rake, which is a low-energy, static interaction.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2431.4705861585944,#C C touches the face,Gardening,Stationary,"Low body/hand motion, likely involves minimal movement.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2491.992022122648,#C C adjusts the camera,Gardening,Search,Head and hand movements involved in visual adjustment.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2619.315892122648,#C C cuts the grass with a hedge shear,Gardening,Essential Operation,Core task involving repetitive hand movements.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2690.451855455981,#C C cuts the grass with a hedge shear,Gardening,Essential Operation,Core task involving high hand activity with a tool.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2750.2106192575525,#C C removes grass with the hand,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2768.9884292575525,#C C cuts the grass with hedge shear,Gardening,Essential Operation,Core task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2799.5397392575524,#C C adjusts the camera,Gardening,Stationary,"Adjusting the camera typically involves minimal movement, primarily hand adjustments while standing in one place.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2813.0522992575525,#C C prunes the shrub,Gardening,Essential Operation,Core task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2843.9328492575523,#C C adjusts the camera,Gardening,Search,"Head and hand movements likely involved in adjusting the camera, similar to visual search.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2929.7623192575525,#C C removes the grass with the hand,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,2961.783659257552,#C C prunes the shrub,Gardening,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,3007.229035829818,#C C walks around,Gardening,Locomotion,"Body moving through space, indicative of walking.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,3086.9196758298176,#C C prunes the shrub,Gardening,Essential Operation,Core task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,3100.769625829818,#C C penetrates in the shrub,Gardening,Essential Operation,Core task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,3125.011215829818,#C C looks around,Gardening,Search,"Head movement (visual search), hands mostly still.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
06456897-960d-4d0c-8ce2-cd50a5a57bc3,3128.215965829818,#C C drops gardening shear,Gardening,Object Transfer,"[CtxFixed] The action of dropping the gardening shear appears to be a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
08f5fcdf-c038-4e1f-a1e9-b5939900feba,6.816045266666667,#c c walks around,Cleaning,Locomotion,"Body moving through space, indicative of walking.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
08f5fcdf-c038-4e1f-a1e9-b5939900feba,1104.4539719333334,#C C stares a fridge,Cleaning,Stationary,"Low body/hand motion, likely just looking.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
08f5fcdf-c038-4e1f-a1e9-b5939900feba,1130.067911933333,#C C looks around,Cleaning,Search,"Head movement (visual search), hands mostly still.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
08f5fcdf-c038-4e1f-a1e9-b5939900feba,1135.2079019333332,#C C pours salt on the food,Cleaning,Essential Operation,Core task involving manual operation with hands.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
08f5fcdf-c038-4e1f-a1e9-b5939900feba,1141.2432719333333,#C C pours salt on the food,Cleaning,Essential Operation,Core manual task involving hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
08f5fcdf-c038-4e1f-a1e9-b5939900feba,1218.1728919333334,#C C stares at the television,Cleaning,Stationary,"Low body/hand motion, likely idle state.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,74.58794526666667,#C C turns the monitor,Cooking,Search,Head and hand movement for visual search or monitoring.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,593.7018952666667,#c c dials the scale,Cooking,Stationary,"Low body/hand motion, likely involves fine motor control with one hand.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,620.6747552666667,#c c cuts a paper towel,Cooking,Essential Operation,"Core task involving manual manipulation, high hand activity.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,659.9784452666668,#c c turns a light on,Cooking,Object Transfer,Turning on a light involves an action to manipulate an object (the light switch).,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,677.5258052666667,#c c picks a blender jug,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,839.9588752666667,#C C turns around a kitchen room,Cooking,Locomotion,"Movement through space, likely involves walking or turning which generates body acceleration.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,846.5134352666668,#C C places tin on a kitchen counter,Cooking,Object Transfer,Logistics step involving picking up and placing an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,860.5955252666668,#C C lifts a pan,Cooking,Object Transfer,Logistics step involving lifting an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,870.1142552666668,#C C turns around kitchen room,Cooking,Locomotion,"Movement through space, likely involves walking or moving around.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,901.4867452666668,#C C adjusts cookers knob,Cooking,Stationary,Adjusting a knob involves minimal body movement and is a fine motor task.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,961.7517952666668,#C C turns around,Cooking,Locomotion,"Body movement through space (turning around), indicates a change in orientation.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,996.5080752666668,#C C placed a pan on a cooker,Cooking,Object Transfer,Logistics step involving the placement of an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1026.3650252666666,#C C taps a pan with spoon,Cooking,Essential Operation,Core task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1075.9135352666665,#C C stairs #unsure with spoon,Cooking,Locomotion,"[CtxFixed] The action involves moving up the stairs while holding a spoon, which indicates movement and thus falls under the Locomotion category.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1119.3517942879969,#C C picks the scraper,Cooking,Object Transfer,"Logistics action, picking up an object.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1200.4359342879966,#C C holds the scraper,Cooking,Stationary,"Low body/hand motion, holding an object.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1284.5165442879966,#C C walks towards the sink,Cooking,Locomotion,"Body moving through space, indicative of walking.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1365.2837742879965,#C C opens the packet,Cooking,Object Transfer,Logistics/Setup step involving opening a packet.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1381.8603742879966,#C C walks across the kitchen,Cooking,Locomotion,"Movement through space, high body acceleration.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1443.2174042879965,#C C washes the blender cover,Cooking,Essential Operation,Core manual task involving hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1478.8462742879965,#C C puts the blender blade in the utensils rack,Cooking,Object Transfer,Logistics step involving placing an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1494.9720942879967,#C C picks up the blender blade from the utensils rack,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1520.3463042879966,#C C walks across the kitchen,Cooking,Locomotion,"Body moving through space, indicative of walking.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1543.0391142879969,#C C picks up the nylon paper,Cooking,Object Transfer,"Logistics step, picking up an object.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1558.6396642879968,#C C picks up #unsure,Cooking,Object Transfer,Logistics step of picking up an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1615.2974789546631,#C C puts the silicone spatula spoon on the nylon paper,Cooking,Object Transfer,Logistics step involving placing an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1623.283358954663,#C C puts the blender jar on the kitchen counter,Cooking,Object Transfer,Logistics step involving placing an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1624.074958954663,#C C washes his hands,Cooking,Essential Operation,Core manual task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1648.2676489546632,#C C walks across the kitchen,Cooking,Locomotion,"Body moving through space, involves walking.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1662.8594952666665,#C C looks around the kitchen.,Cooking,Search,"Head movement (visual search), hands mostly still.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1714.0012052666666,#C C walks around the kitchen.,Cooking,Locomotion,Body moving through space (walking).,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1799.6760852666666,#C C walks around the kitchen.,Cooking,Locomotion,"Body moving through space, high body acceleration.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1825.4395552666667,#C C scoops #unsure with the spoon.,Cooking,Essential Operation,Core task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1840.6619852666663,#C C scoops #unsure with the spoon.,Cooking,Essential Operation,Core task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1864.0008752666663,#C C puts #unsure in the tin,Cooking,Object Transfer,"Logistics step, putting an item into another container.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1865.2208352666669,#C C looks at his watch.,Cooking,Search,"Head movement (checking), passive hands.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1869.1118752666664,#C C puts #unsure in the tin,Cooking,Object Transfer,Logistics step involving placing an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1933.8762352666663,#C C scrubs #unsure in the jar with the spoon.,Cooking,Essential Operation,Core task involving high hand activity.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1957.2732152666665,#C C picks #unsure on the counter top.,Cooking,Object Transfer,Logistics step of picking up an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,1971.6487252666664,#C C picks the spoon from the smaller jar.,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,2013.3371152666664,#C C wipes her hands with a towel on the cabinet.,Cooking,Stationary,"Low body/hand motion, hands are being wiped but no significant movement.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,2035.1501852666663,#C C puts the jar on the counter top.,Cooking,Object Transfer,Logistics/Setup step involving placing an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,2050.7303352666668,#C C covers the jar.,Cooking,Object Transfer,"Logistics step, putting an object in place.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,2056.0334452666666,#C C puts the jar on the blender.,Cooking,Object Transfer,Logistics step involving moving an object from one place to another.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,2110.8283452666665,#C C taps the spoon on the jar.,Cooking,Stationary,"Low body/hand motion, tapping is a minor action.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,2172.297205266667,#C C moves around the microwave.,Cooking,Locomotion,"Body moving through space, likely involves walking or moving around.",silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,2201.850705266667,#C C picks the blender jug lid from the table,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
0fe191ef-c28a-422c-aede-46f8aa8532a6,2278.205895266666,#C C walks in the house,Cooking,Locomotion,Body moving through space (walking).,silver,1,r001,0,0,0,,,,,,,,,,,,,,,,
